gene,ES2,JHOC5,MOLM13,MV411,TOV21G
ACP4,0.8532221677362668,0.9588422514392974,1.8790374934408933,1.6382058078125274,1.2884617896571122
ACP5,0.6635320700930978,0.915508030511417,0.47163623480822947,0.5342817057018533,2.020698986152452
ACP6,0.9643056274578005,1.2605388980590642,0.6129104173476098,0.5345704234721267,2.65044100653051
ACP7,0.7717964563834683,0.9697802913567547,1.6262877695989313,0.478042385322097,3.6831590478060106
ACR,1.2190818873853848,3.6799555661333785,1.1714767896473124,0.9868780234198508,3.2200227453812427
ACRBP,0.6779530355843058,0.6301346717159556,1.1991924247054209,0.6304355117390625,1.4226329857184474
ACRV1,0.552773285176743,0.442358738500946,0.9430274048408249,0.47511269076010365,1.218030321109595
ACSBG1,1.0565330783591895,1.7609177902065558,1.6362713765522745,0.33594441292340604,3.0894763794824027
ACSBG2,0.8697829650586045,1.476104073067258,1.248567201537003,0.880329903656451,2.710415358711543
ACSF2,0.7613730485278009,1.1504806910268188,0.8344569905710227,0.9870280708443011,2.2468564234822272
ACSF3,0.6363759151799248,0.7028449498924577,0.9985051535526418,0.28959058830452733,2.5777818256506735
ACSL1,1.0959073958245793,1.5389978262618629,0.7239855993099001,0.2768940415375596,2.390074342926506
ACSL3,2.323483557042017,2.2586629123865216,0.6961679914931266,0.22649621520800914,1.5909201537477242
ACSL4,1.2595403039504178,1.3860831207797433,0.8320855955416906,1.8277253998735832,2.0891490793547884
ACSL5,0.9898244496271115,1.9249963373042305,1.5573238776586877,0.7433301407136965,3.498004171356906
ACSL6,0.6519843518075595,0.744534629762643,0.6946266416840261,0.5815419829368531,1.9418372626341356
ACSM1,1.7202764336242937,0.7294850892546391,1.49239237040073,0.46593832808233604,1.9315592795914547
ACSM2A,0.9161262313519922,0.2620139907420951,1.2272787585263263,0.3073653224286973,1.375243221711954
ACSM2B,0.4826672827885283,0.619136760329136,0.468663782582488,0.22450253449002924,1.4813659333186926
ACSM3,0.5669717299409068,1.0577125192239465,0.23030230799658485,0.22921581979126912,1.7539401102187626
ACSM4,0.890361185033535,0.30032956107400915,0.9697654333526285,0.673741048819407,3.0647312455297473
ACSM5,0.833753226155248,1.7090391245658987,0.893144377281876,0.3822934148064621,2.837927161032509
ACSM6,1.0522720532002887,0.5834614912816027,0.993044719346306,0.4766031955208072,2.932698348256688
ACSS1,0.6369758679082511,1.0122160292377578,0.687067925289126,0.48889162059865116,2.3962819849251717
ACSS2,1.1407894583657006,0.6951504781961314,1.2460125013752612,0.6622430885549406,1.1974043804398957
ACSS3,1.0286509959015355,0.8256469528407614,0.9336070257016473,0.1723705859632951,1.5164805742969305
ACTA1,1.2337579184736347,1.2982707545216838,0.5570586644091838,0.6533015057198502,1.9791479889949433
ACTA2,0.8901132814994164,0.940117654844738,1.5384734400736464,0.6126583553809837,4.2415415973059165
ACTB,2.0008287157782485,0.4480534472212314,1.7381560102237428,1.0091077153099317,1.936563580266859
ACTBL2,0.4452891403183843,1.1782087546582138,0.3139238546964695,0.28336146138436946,2.2597182004508074
ACTC1,0.5737093455947231,0.7782914159898324,0.5940257062822349,0.46179096682848625,2.1290855242464564
ACTG1,0.9971102732133625,3.3295176347092554,0.6175611274145021,0.37501040413581094,2.807428224173192
ACTG2,0.43131934164804847,0.8634693881267328,1.2129367765155898,0.6489264563061174,1.9682694152651206
ACTL6A,4.274519134545906,1.7360138946842139,2.6669068761353736,1.496097535778607,3.237120213067578
ACTL6B,0.5763569349477256,0.4585384099431332,0.597110998657124,0.4077968084478328,2.9496090047945733
